Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Min Salary,Max Salary
Product Data Scientist - Ads Data Science,4.1,Twitter,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2006.0,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest",124000.0,198000.0
Data Scientist,3.2,Postmates - Corporate HQ,"San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2011.0,Company - Private,Express Delivery Services,Transportation & Logistics,,"DoorDash, Uber, Grubhub",124000.0,198000.0
Data Scientist,4.9,"Visionist, Inc.","Columbia, MD","Columbia, MD",51 to 200 employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,124000.0,198000.0
Data Scientist,,Navio,"San Mateo, CA","Half Moon Bay, CA",Unknown,,Unknown,-1,-1,,,124000.0,198000.0
Data Scientist,3.3,Concerto HealthAI,"Boston, MA","Boston, MA",201 to 500 employees,2018.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,124000.0,198000.0
Data Scientist,,Evolvinc,"Burbank, CA","Los Angeles, CA",1 to 50 employees,2005.0,Company - Private,IT Services,Information Technology,,,124000.0,198000.0
Data Scientist,5.0,PROPRIUS,"Sunnyvale, CA","London, United Kingdom",1 to 50 employees,,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,124000.0,198000.0
Data Scientist,3.4,TECHNOCRAFT Solutions,"San Ramon, CA","Hilliard, OH",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),,124000.0,198000.0
Data Scientist,4.1,"Latitude, Inc.","Washington, DC","Hanover, MD",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,124000.0,198000.0
Data Scientist,5.0,Royce Geospatial,"Springfield, VA","Arlington, VA",51 to 200 employees,2014.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),,124000.0,198000.0
Data Scientist,4.2,CyberCoders,"Phoenix, AZ","Irvine, CA",201 to 500 employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,124000.0,198000.0
Data Scientist,3.7,Booz Allen Hamilton Inc.,"Oxnard, CA","Mc Lean, VA",10000+ employees,1914.0,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",124000.0,198000.0
Data Scientist,3.8,Burns & McDonnell,"Kansas City, MO","Kansas City, MO",5001 to 10000 employees,1898.0,Company - Private,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),"Bechtel Jacobs, Black & Veatch, HNTB",124000.0,198000.0
Data Scientist,4.8,InvenTech Info,"Jersey City, NJ","Bengaluru, India",201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,124000.0,198000.0
Data Scientist,3.5,Robert Half,"Manchester, NH","Menlo Park, CA",10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",124000.0,198000.0
Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992.0,Company - Private,Lending,Finance,$100 to $500 million (USD),,124000.0,198000.0
Data Scientist,4.5,Conflux Systems Inc.,"Winters, TX","Alpharetta, GA",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,124000.0,198000.0
Data Scientist,3.9,Criteo,"Ann Arbor, MI","Paris, France",1001 to 5000 employees,2005.0,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"MediaMath, Conversant, AppNexus",124000.0,198000.0
Data Scientist,3.4,Voice,"Brooklyn, NY",-1,Unknown,,Company - Private,-1,-1,,,124000.0,198000.0
Data Scientist,,Microagility,"New York, NY","Princeton, NJ",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,124000.0,198000.0
Data Scientist,4.1,Coverent,"McLean, VA","McLean, VA",51 to 200 employees,2008.0,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,124000.0,198000.0
Data Scientist,3.7,Via Transportation,"New York, NY","New York, NY",501 to 1000 employees,2012.0,Company - Private,Internet,Information Technology,,,79000.0,133000.0
Senior Data Scientist,3.5,Benson Hill,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,2012.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),,79000.0,133000.0
Data Scientist,4.6,"Conch Technologies, Inc","Concord, CA","Memphis, TN",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,79000.0,133000.0
Data Scientist,,Falcon IT & Staffing Solutions,"Fort Belvoir, VA","Washington, DC",Unknown,,Company - Public,-1,-1,,,79000.0,133000.0
Data Scientist,,"Rainmaker Resources, LLC","Cincinnati, OH","Cincinnati, OH",1 to 50 employees,,Company - Private,-1,-1,,,79000.0,133000.0
Data Engineer,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,79000.0,133000.0
Data Scientist,3.6,DataLab USA,"Germantown, MD","Germantown, MD",51 to 200 employees,,Company - Private,IT Services,Information Technology,,"Acxiom, Merkle, Epsilon (North Carolina)",79000.0,133000.0
Data Scientist,3.1,Werner Enterprises Inc,"Omaha, NE","Omaha, NE",10000+ employees,1956.0,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),,79000.0,133000.0
Data Scientist,5.0,PeopleCom,"McLean, VA","Reston, VA",1 to 50 employees,,Company - Private,-1,-1,$1 to $5 million (USD),,79000.0,133000.0
Data Scientist - Machine Learning,5.0,VANTA Partners,"Open Fork, VA","Clifton Park, NY",1 to 50 employees,2018.0,Company - Private,Staffing & Outsourcing,Business Services,,,79000.0,133000.0
Data Scientist,,B4Corp,"Reston, VA","Leesburg, VA",51 to 200 employees,,Company - Private,IT Services,Information Technology,,,79000.0,133000.0
Data Scientist,,"Blue Icy Water, LLC",United States,"Livonia, MI",1 to 50 employees,,Company - Private,-1,-1,,,79000.0,133000.0
Data Scientist,3.5,"Farmer's Business Network, Inc.","San Carlos, CA","San Carlos, CA",201 to 500 employees,2014.0,Company - Private,Farm Support Services,Agriculture & Forestry,,,79000.0,133000.0
Data Scientist,,Sonde Health,"Boston, MA","Boston, MA",1 to 50 employees,,Private Practice / Firm,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),,79000.0,133000.0
Data Scientist,5.0,Maxiom,"Ashburn, VA","Ashburn, VA",1 to 50 employees,,Company - Public,-1,-1,,,79000.0,133000.0
Data Scientist,2.7,Change Healthcare,"Lombard, IL","Nashville, TN",10000+ employees,2007.0,Company - Public,IT Services,Information Technology,,,79000.0,133000.0
Data Scientist,4.1,DCS Corp,"Hampton, VA","Alexandria, VA",1001 to 5000 employees,1977.0,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),,79000.0,133000.0
Data Scientist,2.1,Hive (CA),"San Francisco, CA","Los Angeles, CA",Unknown,2019.0,Company - Private,Telecommunications Services,Telecommunications,,,79000.0,133000.0
Machine Learning Engineer/Scientist,4.8,Jane Street,"New York, NY","New York, NY",501 to 1000 employees,2000.0,Company - Private,Investment Banking & Asset Management,Finance,,,79000.0,133000.0
Data Scientist - Intermediate,4.5,Envision LLC,"Saint Louis, MO","Saint Louis, MO",201 to 500 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,69000.0,116000.0
Principal Data Scientist,4.0,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),,69000.0,116000.0
Data Scientist,3.3,Hackensack Meridian Health,"Edison, NJ","Edison, NJ",10000+ employees,,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),,69000.0,116000.0
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,69000.0,116000.0
Data Scientist,3.2,Net2Source Inc.,"Alpharetta, GA","Somerset, NJ",1001 to 5000 employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),,69000.0,116000.0
Data Scientist,3.2,The Trade Desk,"Boulder, CO","Ventura, CA",1001 to 5000 employees,2009.0,Company - Public,Internet,Information Technology,,,69000.0,116000.0
Data Scientist- Industrial Discrete Sector Industry,3.7,IBM,"Atlanta, GA","Armonk, NY",10000+ employees,1911.0,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",69000.0,116000.0
Data Scientist,4.4,Knowesis Inc.,"Falls Church, VA","Fairfax, VA",51 to 200 employees,2007.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Booz Allen Hamilton, Deloitte, ERPi",69000.0,116000.0
Data Scientist,3.1,MoTek Technologies,"Mountain View, CA","San Jose, CA",1 to 50 employees,2009.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,69000.0,116000.0
Data Scientist,3.3,The Davey Tree Expert Company,"Kent, OH","Kent, OH",10000+ employees,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),"ACRT Services, Bartlett Tree Experts",69000.0,116000.0
Data Scientist,3.5,HPOne,"Trumbull, CT","Trumbull, CT",501 to 1000 employees,2006.0,Company - Private,Insurance Carriers,Insurance,$50 to $100 million (USD),,69000.0,116000.0
Data Scientist,,Stride Search,"San Francisco, CA","Westlake Village, CA",1 to 50 employees,,Company - Private,-1,-1,Less than $1 million (USD),,69000.0,116000.0
Machine Learning Engineer,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,,,69000.0,116000.0
Data Scientist,,Blue Cloak LLC,"Sterling, VA",-1,-1,,-1,-1,-1,-1,,69000.0,116000.0
Data Scientist,2.7,TBWA\Chiat\Day,"New York, NY","New York, NY",1001 to 5000 employees,1968.0,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),,69000.0,116000.0
Data Scientist,3.5,ThreeBridge Solutions,"Alpharetta, GA","Minneapolis, MN",501 to 1000 employees,2009.0,Company - Private,Consulting,Business Services,,,69000.0,116000.0
Data Scientist,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,69000.0,116000.0
Data Analyst - Unilever Prestige,3.8,Dermalogica,"Carson, CA","Carson, CA",201 to 500 employees,1986.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),"IMAGE Skincare, Aveda, Kiehl's",69000.0,116000.0
Data Scientist,4.2,Centraprise,"Foster City, CA","Edison, NJ",51 to 200 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),,69000.0,116000.0
Data Scientist,4.8,TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,,,69000.0,116000.0
Data Scientist,4.2,DW Simpson,"Frederick, MD","Chicago, IL",51 to 200 employees,1989.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,69000.0,116000.0
Data & Machine Learning Scientist,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,31000.0,56000.0
Data Scientist,4.0,Grid Dynamics,"Santa Clara, CA","San Ramon, CA",1001 to 5000 employees,2006.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),"Luxoft, EPAM, Capgemini Invent",31000.0,56000.0
"VP, Data Science",3.9,7Park Data,"New York, NY","New York, NY",51 to 200 employees,2012.0,Company - Private,Research & Development,Business Services,,,31000.0,56000.0
Senior Business Intelligence Analyst,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),,31000.0,56000.0
Data Scientist,3.9,LinQuest,"Colorado Springs, CO","Los Angeles, CA",501 to 1000 employees,2004.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),,31000.0,56000.0
Data Engineer - Kafka,3.5,Western Digital,"San Jose, CA","San Jose, CA",10000+ employees,1970.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",31000.0,56000.0
Data Scientist,4.0,Trexquant Investment,United States,"Stamford, CT",1 to 50 employees,2012.0,Company - Private,Investment Banking & Asset Management,Finance,,,31000.0,56000.0
Data Scientist,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH","Lincoln, NE",1001 to 5000 employees,1887.0,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),,31000.0,56000.0
Data Scientist,3.7,Fleetcor,"Atlanta, GA","Atlanta, GA",5001 to 10000 employees,2000.0,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),,31000.0,56000.0
Data Scientist,4.5,Radiant Digital,"Washington, DC","New York, NY",1 to 50 employees,,Company - Private,-1,-1,Less than $1 million (USD),,31000.0,56000.0
Data Scientist,2.8,Child Care Aware of America,"Arlington, VA","Arlington, VA",51 to 200 employees,1987.0,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),,31000.0,56000.0
Data Scientist,4.1,IntelliPro Group Inc.,"Santa Clara, CA","Santa Clara, CA",201 to 500 employees,,Company - Private,-1,-1,$10 to $25 million (USD),,31000.0,56000.0
In-Line Inspection Data Analyst,2.9,Quest Integrity,"Tulsa, OK","Kent, WA",201 to 500 employees,1996.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),,31000.0,56000.0
Data Scientist,4.7,Praxis Engineering,"Chantilly, VA","Annapolis Junction, MD",201 to 500 employees,2002.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton",31000.0,56000.0
Data Scientist,3.4,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,1998.0,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),,31000.0,56000.0
Data Scientist,3.9,Apex Systems,"San Francisco, CA","Glen Allen, VA",1001 to 5000 employees,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",31000.0,56000.0
Data Scientist,2.9,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,1985.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,31000.0,56000.0
Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",31000.0,56000.0
Data Scientist,4.9,Cambridge Mobile Telematics,"Cambridge, MA","Cambridge, MA",1 to 50 employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,31000.0,56000.0
Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,31000.0,56000.0
"Data Scientist, Applied Machine Learning - Bay Area",3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,95000.0,119000.0
Data Scientist,3.5,The Knot Worldwide,"Washington, DC","Chevy Chase, MD",1001 to 5000 employees,2019.0,Company - Private,Internet,Information Technology,,Zola Registry,95000.0,119000.0
Data Scientist,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,2010.0,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),,95000.0,119000.0
Data Scientist,4.0,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,95000.0,119000.0
Data Analyst,3.9,Nolij Consulting,"Falls Church, VA","Vienna, VA",51 to 200 employees,2012.0,Company - Public,Consulting,Business Services,$1 to $5 million (USD),,95000.0,119000.0
Data Scientist,3.4,Dice.com,"Newton, MA","Denver, CO",201 to 500 employees,1990.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Monster Worldwide, CareerBuilder, Craigslist",95000.0,119000.0
Data Scientist,3.5,Gap Inc.,"San Francisco, CA","San Francisco, CA",10000+ employees,1969.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"H&M, Inditex, Fast Retailing",95000.0,119000.0
Data Scientist,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1 to 50 employees,,Company - Private,-1,-1,$1 to $5 million (USD),,95000.0,119000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,95000.0,119000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,95000.0,119000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,95000.0,119000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,95000.0,119000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,95000.0,119000.0
Data Scientist,,Hatch Data Inc,"San Francisco, CA",-1,-1,,-1,-1,-1,-1,,95000.0,119000.0
Data Scientist,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,1988.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,95000.0,119000.0
Data Scientist,4.0,New York Technology Partners,"Seattle, WA","Jersey City, NJ",51 to 200 employees,1999.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,95000.0,119000.0
Data Scientist,4.0,Two95 International Inc.,"Chicago, IL","Cherry Hill, NJ",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),,95000.0,119000.0
Data Scientist,,Sophinea,"Chantilly, VA",-1,1 to 50 employees,,Unknown,-1,-1,,,95000.0,119000.0
Data Scientist,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),,95000.0,119000.0
Data Scientist,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,1998.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,95000.0,119000.0
Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,2011.0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,95000.0,119000.0
Senior Principal Data Scientist (Python/R),4.1,Roche,"Pleasanton, CA","Basel, Switzerland",10000+ employees,1896.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, AstraZeneca, Siemens Healthineers",212000.0,331000.0
"Real World Science, Data Scientist",4.0,AstraZeneca,"Wilmington, DE","Cambridge, United Kingdom",10000+ employees,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",212000.0,331000.0
Data Scientist,3.6,Creative Circle,United States,"Los Angeles, CA",201 to 500 employees,2002.0,Company - Public,Staffing & Outsourcing,Business Services,,"Aquent, 24 Seven Talent",212000.0,331000.0
Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,1987.0,Company - Private,Staffing & Outsourcing,Business Services,,,212000.0,331000.0
Senior Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,212000.0,331000.0
Data Scientist,4.7,Sharpedge Solutions Inc,"Seattle, WA","Lombard, IL",Unknown,,Company - Private,Publishing,Media,Less than $1 million (USD),,212000.0,331000.0
Data Scientist,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,212000.0,331000.0
Data Scientist,3.6,Alaka`ina Foundation Family of Companies,"Fort Sam Houston, TX","Honolulu, HI",501 to 1000 employees,,Government,-1,-1,,,212000.0,331000.0
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",212000.0,331000.0
Data Scientist,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,2010.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,,212000.0,331000.0
Data Science Software Engineer,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,,212000.0,331000.0
"Scientist / Group Lead, Cancer Biology",,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,,-1,-1,-1,-1,,212000.0,331000.0
Data Scientist,4.0,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),,212000.0,331000.0
Data Scientist,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,2010.0,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),,212000.0,331000.0
"Manager, Field Application Scientist, Southeast",4.2,10x Genomics,"Raleigh, NC","Pleasanton, CA",501 to 1000 employees,2012.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,212000.0,331000.0
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING,3.9,Southwest Research Institute,"Dayton, OH","San Antonio, TX",1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",212000.0,331000.0
Data Scientist,,CompuForce,"New York, NY","New York, NY",Unknown,,Company - Private,-1,-1,,,212000.0,331000.0
Data Scientist,4.5,Smith Hanley Associates,"Washington, DC","New York, 061",1 to 50 employees,1980.0,Company - Private,Staffing & Outsourcing,Business Services,,"Kforce, PageGroup, Robert Half",212000.0,331000.0
Scientist - Machine Learning,3.5,Allen Institute,"Seattle, WA","Seattle, WA",201 to 500 employees,2003.0,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),,212000.0,331000.0
Data Scientist,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,1976.0,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),,212000.0,331000.0
Data Scientist,3.5,Aptive,"Washington, DC","Alexandria, VA",51 to 200 employees,2012.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,212000.0,331000.0
Data Scientist - Image and Video Analytics,4.9,The Mom Project,"Longmont, CO","Chicago, IL",1 to 50 employees,2016.0,Company - Private,Staffing & Outsourcing,Business Services,,,66000.0,112000.0
Data Scientist,3.6,Powertek,"Washington, DC","Rockville, MD",51 to 200 employees,2001.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,66000.0,112000.0
Data Scientist,5.0,JCD Staffing,"Washington, DC","Germantown, MD",1 to 50 employees,,Company - Private,-1,-1,,,66000.0,112000.0
Data Scientist,3.1,Bayside Solutions,"Sunnyvale, CA","Pleasanton, CA",1 to 50 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),,66000.0,112000.0
Senior Data Engineer,3.9,Thumbtack,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2009.0,Company - Private,Internet,Information Technology,,,66000.0,112000.0
Data Scientist,3.4,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD","Orlando, FL",51 to 200 employees,1986.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,66000.0,112000.0
Machine Learning Scientist / Engineer,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,1976.0,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Google, Microsoft, Samsung Electronics",66000.0,112000.0
Data Scientist,4.1,Kforce,"Fairfax, VA","Tampa, FL",10000+ employees,1966.0,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),,66000.0,112000.0
Sr. Data Scientist,3.5,Evolve Vacation Rental,"Denver, CO","Denver, CO",201 to 500 employees,2011.0,Company - Private,Travel Agencies,Travel & Tourism,,,66000.0,112000.0
"Intelligence Data Analyst, Senior",4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",501 to 1000 employees,2010.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",66000.0,112000.0
Data Science Analyst,4.4,OppLoans,"Chicago, IL","Chicago, IL",201 to 500 employees,2012.0,Company - Private,Lending,Finance,$100 to $500 million (USD),,66000.0,112000.0
Data Scientist,3.8,AgreeYa Solutions,"Thousand Oaks, CA","Folsom, CA",1001 to 5000 employees,1999.0,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,66000.0,112000.0
Data Scientist,3.7,Carolina Power & Light Co,"McLean, VA","Raleigh, NC",5001 to 10000 employees,1908.0,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",,"South Carolina Electric & Gas, Virginia Electric and Power",66000.0,112000.0
COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",66000.0,112000.0
Data Scientist,3.9,Brillient,"Silver Spring, MD","Reston, VA",501 to 1000 employees,2006.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,66000.0,112000.0
Data Modeler (Analytical Systems),3.7,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851.0,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,66000.0,112000.0
Data Scientist,2.9,Xator Corporation,"Washington, DC","Reston, VA",501 to 1000 employees,,Contract,IT Services,Information Technology,$25 to $50 million (USD),,66000.0,112000.0
Data Scientist,4.6,HAN IT Staffing Inc.,"New York, NY","Totowa, NJ",51 to 200 employees,2012.0,Company - Private,IT Services,Information Technology,,,66000.0,112000.0
Data Scientist,3.4,Infinitive Inc,"McLean, VA","Cedar Rapids, IA",201 to 500 employees,1997.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,66000.0,112000.0
"Data Engineer (Analytics, SQL, Python, AWS)",4.0,Travelers,"Hartford, CT","Hartford, CT",10000+ employees,1853.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),,66000.0,112000.0
